,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm,New Conf
797,Messiah Thompson,Alabama A&M,SWAC,29,65.5,99.2,21.7,49.6,50.3,1,7.4,24.7,17.8,28,51,0.549,60,141,0.426,0,3.1,18.5,Jr,8-May,1,1.11029,2023,70352,"Atlanta, GA",Long Beach St.,1.672175008,24,55,36,86,0.436363636,0.418604651,0,0,0,1.89131,0,-1.98679,0.340587,-2.32737,BW
798,Tyler Linhardt,Washington,P12,3,1.2,122.2,14.8,62.5,60.61,0,28.4,0,0,1,2,0.5,1,1,1,0,3.9,50,Fr,7-Jun,10,0.431533,2023,76514,"Seattle, WA",Idaho,0,1,1,0,0,1,0,0,0,0,0.738072,0,-1.78859,0.532925,-2.32151,BSky
799,Daiquan Copeland,Morgan St.,MEAC,11,19.4,78.9,26.6,34.5,44.69,10.4,11.3,21.6,33.3,25,31,0.806,20,57,0.351,0.5,2.7,53.4,Jr,6-Jun,4,-0.321186,2023,77375,"Philadelphia, PA",Coppin St.,0.696966667,17,41,3,16,0.414634146,0.1875,2,2,1,1.24469,0,-7.54527,-6.71984,-0.825437,MEAC
800,Ethan Brittain-Watts,Boston University,Pat,28,54.2,102.1,20.3,48.1,52.54,1.7,5.2,16.7,18,40,43,0.93,44,107,0.411,0.2,2,20.8,Sr,2-Jun,0,1.10993,2023,71112,"Indianapolis, IN",Ball St.,1.414627246,20,43,24,64,0.465116279,0.375,0,0,0,1.69931,0,-3.15285,-0.824191,-2.32866,MAC
801,Jayhlon Young,UCF,Amer,33,45.2,98.3,16.3,45.3,52.03,2.5,11.2,19.2,27.2,40,49,0.816,25,65,0.385,0.4,2.2,41.5,So,2-Jun,1,0.568819,2023,76934,"Dallas, TX",Memphis,1.413085587,18,43,7,22,0.418604651,0.318181818,0,0,0,2.16266,0,-0.238632,-1.39173,1.1531,Amer
802,Jace Roquemore,UC San Diego,BW,28,82.3,103,12,55.3,57.59,1.4,9.4,14,23.3,25,34,0.735,42,87,0.483,0.2,1.9,24.1,Jr,5-Jun,22,0.473936,2023,72977,"Henderson, NV",Vermont,1.659539159,34,63,8,24,0.53968254,0.333333333,4,6,0.666666667,2.05456,0,-0.256713,-0.303138,0.0464249,AE
803,Tamar Bates,Indiana,B10,35,50.8,104.4,15.7,48.7,51.73,1.7,6.9,9.1,13,25,27,0.926,39,95,0.411,0.3,1.3,13.9,So,5-Jun,53,1.08632,2023,75473,"Kansas City, KS",Missouri,1.5599888,18,30,21,65,0.6,0.323076923,7,7,1,2.04016,0,0.12312,1.13338,-1.01026,SEC
804,Johnnie Walter,Cal St. Northridge,BW,24,18.8,62.6,11.8,30.6,31.12,5.6,16.7,3.8,27.6,1,2,0.5,11,29,0.379,2.7,1.4,5.6,Fr,9-Jun,4,-1.06201,2023,77134,"Westlake Village, CA",Penn,0.333333333,10,23,1,6,0.434782609,0.166666667,0,0,0,0.657178,0,-7.66625,-7.33407,-0.332182,Ivy
805,Greg Dolan,Cornell,Ivy,26,74.8,118.5,20.5,56.3,58.73,3.2,10.1,19.8,13.2,52,71,0.732,82,158,0.519,0.1,3,27.3,Sr,3-Jun,4,3.30936,2023,71979,"Williamsville, NY",Loyola Chicago,2.512743198,60,97,22,61,0.618556701,0.360655738,0,0,0,2.05883,0,1.29587,3.07748,-1.78162,A10
806,PJ Fuller II,Washington,P12,26,46.1,81.9,20.4,44.9,48.9,0.8,8.5,20.6,31.7,28,35,0.8,38,81,0.469,2.2,2.8,23.6,Sr,4-Jun,4,-0.0514321,2023,70934,"Seattle, WA",Detroit,0.940315883,28,42,10,39,0.666666667,0.256410256,4,4,1,2.4494,0,-1.41091,-3.01373,1.60282,Horz
807,Darweshi Hunter,Northern Illinois,MAC,28,56.9,114.9,16.1,59.5,61.93,3.1,11.1,4,13.2,35,44,0.795,39,74,0.527,0.2,1.6,23.3,Sr,5-Jun,24,1.55906,2023,73192,"Cincinnati, OH",Miami OH,0.535733419,26,43,13,32,0.604651163,0.40625,2,2,1,1.70571,0,0.243847,1.35588,-1.11203,MAC
808,Lucas Taylor,Wake Forest,ACC,12,10.6,84.2,14.6,40.6,40.63,0.9,8.9,15.5,22.2,0,0,0,1,12,0.083,1.5,1.6,0,So,5-Jun,0,-0.417999,2023,75693,"Wake Forest, NC",Georgia St.,1.624868757,1,2,0,10,0.5,0,0,0,0,0.921281,0,-2.86419,-2.79199,-0.0722004,SB
809,Kerr Kriisa,Arizona,P12,35,77.6,104.4,19.1,51.4,53.97,1.3,6.6,26.3,24,46,60,0.767,26,66,0.394,0.1,1,20.5,Jr,3-Jun,25,2.40742,2023,73770,"Tartu, Estonia",West Virginia,1.978038462,8,18,18,48,0.444444444,0.375,0,0,0,3.09283,0,2.44548,3.15607,-0.710589,B12
810,David Craig,Mercer,SC,24,26.2,98.8,22.3,51.1,53.2,9.1,28.4,7.8,19.4,27,46,0.587,46,90,0.511,3.1,0.4,51.1,Fr,2-Jul,32,0.539472,2023,77348,"Johannesburg, South Africa",Tennessee Tech,0.499945835,39,70,7,20,0.557142857,0.35,12,12,1,1.33769,0,-3.55335,-4.28188,0.728531,OVC
811,Puff Johnson,North Carolina,ACC,27,31.9,110,13.9,45.7,49.53,7.5,11.1,4.2,8.7,25,38,0.658,23,47,0.489,0.2,2.2,40.9,Jr,8-Jun,14,0.930857,2023,73516,"Moon Township, PA",Penn St.,1.111311131,18,25,5,22,0.72,0.227272727,1,1,1,1.7559,0,2.51517,1.63458,0.880592,B10
812,Armandas Plintauskas,Northern Illinois,MAC,26,19.7,87.5,12.9,39.4,42.11,2,10.7,4.4,11.1,8,13,0.615,7,19,0.368,0,0.2,25,Fr,4-Jun,41,-0.35961,2023,76701,"Kedainiai, Lithuania",Merrimack,1.166966697,4,12,3,7,0.333333333,0.428571429,0,0,0,0.551372,0,-6.11016,-3.35326,-2.75691,NEC
813,Dee Barnes,Southern Utah,WAC,33,36.1,124.9,15,58,60.6,4.7,14.9,5.8,8.2,22,26,0.846,30,60,0.5,0.4,1,19,Sr,4-Jun,13,1.54047,2023,66247,"Great Mills, MD",High Point,1.768924303,23,41,7,19,0.56097561,0.368421053,6,6,1,1.21001,0,1.22528,2.75756,-1.53228,BSth
814,Joseph Yesufu,Kansas,B12,35,30.7,90,17.4,44.9,46.07,0.5,9.6,5.9,13.3,10,15,0.667,30,63,0.476,0,2.1,10.2,Jr,Jun-00,1,0.258777,2023,71423,"Bolingbrook, IL",Washington St.,0.83336574,20,36,10,27,0.555555556,0.37037037,2,2,1,1.51723,0,-0.806711,-0.879301,0.0725904,P12
815,Terrell Williams Jr.,Southern,SWAC,30,61.1,103.4,14.7,50,54.51,3.8,16.6,7.6,15.3,47,62,0.758,51,106,0.481,0.7,1.6,37.6,Jr,6-Jun,0,0.578781,2023,70818,"Arlington, TX",Iona,0.9375,30,56,21,50,0.535714286,0.42,7,10,0.7,2.04665,0,-1.82391,-1.97796,0.154047,MAAC
816,D'Marco Dunn,North Carolina,ACC,27,20.6,108.3,12.8,51.5,52.3,2.8,5.2,4,9.7,6,10,0.6,16,29,0.552,2.1,1.5,15.2,So,5-Jun,11,0.505011,2023,75336,"Tucson, AZ",Penn St.,1,10,15,6,14,0.666666667,0.428571429,1,1,1,1.06453,0,1.51597,0.546409,0.96956,B10
817,Myles Foster,Monmouth,CAA,33,75.1,94.5,25.5,46,48.58,10.2,15.4,14.7,17.3,91,158,0.576,160,346,0.462,1.4,2.4,45.4,Jr,7-Jun,0,1.29377,2023,72790,"Brooklyn, NY",Illinois St.,0.78668544,124,245,36,101,0.506122449,0.356435644,3,4,0.75,1.94676,0,-2.01953,-1.22054,-0.798992,MVC
818,Garrett Hicks,Alabama A&M,SWAC,28,75,104.6,19.4,51.5,53.19,3,11.7,11,13.9,45,69,0.652,75,161,0.466,0.4,3,23,Sr,Jun-00,10,1.5667,2023,71080,"Madison, AL",Samford,1.204523038,35,60,40,101,0.583333333,0.396039604,4,4,1,2.44059,0,0.242056,0.887098,-0.645042,SC
819,Shahada Wells,TCU,B12,35,43.1,103.4,19.2,49.5,51.6,1.5,12.9,24.5,18.5,25,35,0.714,62,105,0.59,1.1,3.7,19.1,Sr,Jun-00,13,1.23165,2023,73690,"Amarillo, TX",McNeese St.,2.157962605,56,78,6,27,0.717948718,0.222222222,4,4,1,2.31186,0,4.15588,1.78012,2.37576,Slnd
820,Shemar Rathan-Mayes,Youngstown St.,Horz,19,16.2,96.2,16.5,51.1,53.86,1.2,10.1,17.3,28.4,7,9,0.778,15,25,0.6,0.5,2.2,20.5,Jr,11-May,22,0.0802246,2023,73123,"Toronto, ON",UNC Wilmington,1.1905,11,17,4,8,0.647058824,0.5,0,0,0,0.776067,0,-4.0732,-2.49941,-1.5738,CAA
821,Carlton Linguard Jr.,Kansas St.,B12,15,9.7,91.8,12.4,36.8,41.28,9.5,8.8,0,11.9,6,11,0.545,7,15,0.467,6,1,57.9,Jr,Jul-00,12,0.0722297,2022,72965,"San Antonio, TX",UTSA,0,4,6,3,9,0.666666667,0.333333333,1,2,0.5,0.872106,0,-2.24712,-2.81625,0.569125,CUSA
822,Eddie Lampkin Jr.,TCU,B12,24,37.2,104.5,17.7,54.7,55.3,14.4,16.4,9.8,22.5,24,43,0.558,64,117,0.547,2.4,1.6,36.8,So,11-Jun,4,1.40032,2023,72769,"Houston, TX",Colorado,0.783745216,57,95,7,22,0.6,0.318181818,14,15,0.933333333,2.71171,0,3.82871,1.13375,2.69496,P12
823,Joe French,Bethune Cookman,SWAC,30,66.6,105.5,17.6,50.2,52.8,1.9,5.3,5.4,10.2,30,32,0.938,41,117,0.35,0.1,0.9,12,Jr,5-Jun,30,1.09653,2023,70856,"Orlando, FL",Arkansas Pine Bluff,0.839989759,13,34,28,83,0.382352941,0.337349398,0,0,0,0.671402,0,-5.48171,-0.366006,-5.11571,SWAC
824,Alvin Tumblin,Stetson,ASun,16,14.2,82.5,21.8,47.9,46.6,7.8,10.8,4.5,25,5,14,0.357,21,39,0.538,2.7,1.1,29.8,So,7-Jun,35,-0.109699,2023,74368,"Sebring, FL",Florida A&M,0.411795849,17,28,4,11,0.607142857,0.363636364,6,7,0.857142857,0.597969,0,-7.30477,-4.95667,-2.3481,SWAC
825,Leslie Nkereuwem,Longwood,BSth,20,28.2,106.6,22.9,58.7,58.36,9.5,11.2,4,17,31,57,0.544,61,101,0.604,1.2,2.3,54.8,Sr,7-Jun,0,1.18985,2023,71042,"Lawrenceville, GA",Georgia St.,0.28000704,46,68,15,33,0.676470588,0.454545455,25,26,0.961538462,1.56187,0,-1.99685,-0.993242,-1.00361,SB
826,Garry Clark,Tarleton St.,WAC,25,20.7,100.9,22.6,48.4,51.68,6.3,18.6,7,12.5,15,18,0.833,32,66,0.485,6.2,1.4,19.1,So,7-Jun,33,0.632317,2023,77562,"St. Louis, MO",Texas A&M Corpus Chris,1.666747221,11,25,21,41,0.44,0.512195122,0,0,0,0.994336,0,0.27944,-0.806178,1.08562,Slnd
827,Kobe Knox,Grand Canyon,WAC,31,35.3,111,16.2,57.6,59.08,4.7,6.6,10.8,19.1,26,41,0.634,27,48,0.563,4.6,1.6,41.4,Fr,5-Jun,3,1.03639,2023,74422,"Tampa, FL",South Florida,1.428658166,27,42,0,6,0.642857143,0,7,8,0.875,1.26889,0,3.05701,1.82785,1.22917,Amer
828,Cam Palesse,Valparaiso,MVC,4,3,48.2,9.5,0,16.81,3.2,3.1,4.3,16.1,2,2,1,0,3,0,0,0,40,Fr,5-Jun,1,-1.59947,2023,75642,"Waukesha, WI",Canisius,1,0,0,0,3,0,0,0,0,0,0.505801,0,-10.8116,-7.39816,-3.41344,MAAC
829,Zack Austin,High Point,BSth,29,74.3,109.5,21.8,52.2,55.98,4.3,15.1,9.2,14.5,74,94,0.787,79,143,0.552,7.7,1.8,29.6,Fr,5-Jun,55,2.20267,2023,73380,"Winston-Salem, NC",Pittsburgh,0.722257305,72,113,7,30,0.637168142,0.233333333,39,43,0.906976744,2.3414,0,2.67232,1.05361,1.61871,ACC
830,Keyshawn Hall,UNLV,MWC,17,13.7,96.7,26,57.3,59.56,3.2,12.2,8.1,24.4,17,25,0.68,22,44,0.5,2.3,1.3,40.3,Fr,7-Jun,14,0.632412,2023,76060,"Cleveland, OH",George Mason,0.399964,20,39,3,7,0.512820513,0.428571429,0,0,0,0.987195,0,-4.3508,-2.8655,-1.48531,A10
831,Dayne Prim,Northwestern St.,Slnd,30,31.6,106.1,20.3,46.9,50.98,7.8,12.1,8.7,14.8,28,36,0.778,48,103,0.466,3.2,2.9,27.5,Jr,6-Jun,44,0.661604,2023,76926,"Aurora, CO",Texas A&M Corpus Chris,0.86360434,25,51,23,52,0.490196078,0.442307692,1,1,1,1.09159,0,-1.3379,-1.34206,0.00416146,Slnd
832,Sadraque NgaNga,Boise St.,MWC,16,6.9,84.6,17.8,45.2,47.84,6.6,18.9,8,29.5,2,2,1,5,12,0.417,0,1.3,9.5,Fr,10-Jun,1,-0.0767294,2023,77106,"Luanda, Angola",Seton Hall,0.555534567,4,7,1,5,0.571428571,0.2,1,1,1,0.696515,0,-2.86924,-3.68846,0.819218,BE
833,Ven-Allen Lubin,Notre Dame,ACC,28,38,114.4,19.4,58.4,59.7,10.8,19.5,4.3,13.6,21,31,0.677,75,120,0.625,5.1,1.1,23.7,Fr,8-Jun,2,1.69917,2023,76160,"Orlando, FL",Vanderbilt,0.476133333,57,85,18,35,0.670588235,0.514285714,11,13,0.846153846,1.57242,0,0.496919,-0.214478,0.711396,SEC
834,Robbie Beran,Northwestern,B10,34,63.9,108.5,15.7,46.1,51.55,5,15.6,4.9,9.5,56,66,0.848,41,104,0.394,3.6,1.3,30.6,Sr,9-Jun,31,1.74875,2023,70913,"Richmond, VA",Virginia Tech,1,32,61,9,43,0.524590164,0.209302326,3,3,1,3.21595,0,2.58803,0.405703,2.18233,ACC
835,Nick Ellington,Eastern Illinois,OVC,29,43.3,103,22.8,51.4,55.12,11.7,17,5.8,16.2,65,104,0.625,73,142,0.514,6.4,1.9,73.2,Jr,8-Jun,11,0.885048,2023,76465,"St. Louis, MO",Murray St.,0.4,66,112,7,30,0.589285714,0.233333333,21,28,0.75,1.37635,0,-2.50912,-2.47873,-0.030386,MVC
836,Jahmar Young Jr.,SMU,Amer,26,14.1,115.3,14.8,67.9,65.2,10.6,13.8,7.2,20.9,14,25,0.56,19,28,0.679,7.2,0.9,89.3,Jr,9-Jun,21,0.625902,2022,65660,"Oak Cliff, TX",Memphis,0.699947998,18,25,1,3,0.72,0.333333333,9,10,0.9,0.861183,0,3.88937,-0.0368441,3.92621,Amer
837,Terrell Ard Jr.,Presbyterian,BSth,30,61.4,85.7,22.1,44.4,45.97,8.8,20.8,10.4,22.8,45,89,0.506,83,185,0.449,1.7,2.1,45.2,So,7-Jun,13,-0.17945,2023,72610,"Marietta, GA",Mount St. Mary's,0.569220165,67,124,16,61,0.540322581,0.262295082,11,16,0.6875,1.93408,0,-5.25817,-5.07709,-0.181079,MAAC
838,Daimion Collins,Kentucky,SEC,25,14.5,83.5,17.9,42.5,47.02,9.8,17.9,3.4,30.5,13,21,0.619,17,37,0.459,5.6,1.8,52.5,So,9-Jun,4,-0.0821987,2023,75606,"Atlanta, TX",LSU,0.222222222,13,20,4,17,0.65,0.235294118,8,8,1,0.953568,0,-0.929033,-3.98383,3.0548,SEC
839,Evan Johnson,Georgia St.,SB,17,38.1,90,22.2,36,41.43,1.1,7.9,16.3,12.4,34,43,0.791,25,65,0.385,0.5,1.8,27.4,So,11-May,0,0.57515,2023,73450,"Durham, NC",UNC Asheville,2.142857143,5,16,20,49,0.3125,0.408163265,0,1,0,1.74482,0,-4.47321,-1.30128,-3.17193,BSth
840,Taj Anderson,UT Arlington,WAC,13,17.7,61.4,19,25,27.01,1.1,10.4,7.9,15.4,4,4,1,8,31,0.258,0,2.3,5.4,Jr,4-Jun,3,-1.36226,2023,76126,"Queens, NY",Nicholls St.,1,6,15,2,16,0.4,0.125,0,0,0,1.26856,0,-7.35818,-5.93323,-1.42494,Slnd
841,Carlos Stewart,Santa Clara,WCC,32,78.6,107.7,23.5,52.1,56.5,1.4,7.3,14.3,17,94,112,0.839,113,246,0.459,0.5,3.1,29.2,So,1-Jun,1,2.96153,2023,74545,"Baton Rouge, LA",LSU,1.027024616,65,118,48,128,0.550847458,0.375,10,10,1,3.26648,0,2.24861,1.93324,0.315362,SEC
842,Marcus Randolph,Richmond,A10,33,31,91.9,17.4,52.9,54.58,3,6.6,11.1,25,18,29,0.621,19,42,0.452,0.9,1.2,33.3,So,5-Jun,2,0.0638398,2023,75577,"Willingboro, NJ",Saint Peter's,0.766692333,8,20,11,22,0.4,0.5,0,0,0,1.03742,0,-4.02935,-3.05041,-0.978937,MAAC
843,Mason Jones,Rice,CUSA,21,9.7,89.3,18.9,44.1,46.13,1.9,13.9,18.8,21.5,4,6,0.667,9,22,0.409,0.8,4.5,17.6,Fr,4-Jun,10,0.0423503,2023,77197,"Chicago, IL",New Orleans,1.49988001,8,17,1,5,0.470588235,0.2,0,0,0,0.576877,0,-2.6358,-2.8422,0.206402,Slnd
844,Treyton Thompson,Minnesota,B10,20,17.6,86,17.2,34.3,37.99,9.2,15.6,14.5,17.7,7,9,0.778,13,26,0.5,3.1,0.6,17.6,So,Jul-00,42,-0.0726932,2023,74784,"Glenwood, MN",Stetson,1.454545455,10,21,3,5,0.476190476,0.6,3,3,1,0.876253,0,-2.22921,-2.08708,-0.142133,ASun
845,Jarrett Hensley,Cincinnati,Amer,22,11.6,104,16.7,47.3,51.55,6.1,6.9,13.3,18.9,10,14,0.714,16,30,0.533,4.8,0.3,37.8,So,8-Jun,32,0.337923,2023,73413,"Merriam, KS",Southern Illinois,1.444416049,14,28,2,2,0.5,1,3,4,0.75,0.723656,0,0.640784,-1.10931,1.75009,MVC
846,Zee Hamoda,Utah St.,MWC,33,31.5,81.4,19.2,43.3,45.76,5,14.9,7.9,26.7,12,14,0.857,29,69,0.42,1.9,0.8,11.8,So,7-Jun,24,-0.16191,2023,75519,"Riffa, Bahrain",Sacramento St.,0.550021249,20,38,9,31,0.526315789,0.290322581,3,4,0.75,1.38293,0,-3.01399,-3.73782,0.723829,BSky
847,Jaylon Tyson,Texas Tech,B12,31,69.5,110,18.6,56.5,58,6.8,17.9,9.1,18.6,34,47,0.723,84,156,0.538,1.5,2.8,17.9,So,6-Jun,20,2.55293,2023,75153,"Plano, TX",California,0.773586009,58,82,26,74,0.707317073,0.351351351,9,11,0.818181818,3.71349,0,5.79749,2.72419,3.0733,P12
848,D'Angelo Stines,Old Dominion,SB,27,33.1,71.7,17,32.5,33.12,1.4,6.5,8.4,17,4,8,0.5,18,58,0.31,1.6,1.4,6.7,So,2-Jun,10,-0.929288,2023,75459,"Columbia, MD",Loyola MD,0.849923002,7,20,11,38,0.35,0.289473684,1,2,0.5,1.17431,0,-6.50515,-5.02288,-1.48226,Pat
849,Davonte Gaines,George Mason,A10,23,46.7,106.8,14.8,51.5,54.97,5.5,20.7,8.3,16.7,32,44,0.727,15,29,0.517,1.4,1.3,33.6,Sr,7-Jun,3,1.09416,2023,71865,"Buffalo, NY",Providence,1.038481953,15,24,0,5,0.625,0,3,3,1,3.05155,0,2.1812,0.37269,1.80851,BE
850,Andrei Savrasov,Georgia Southern,SB,27,69.4,113.9,23.3,55.1,57.39,8.4,18.2,9.8,11.9,57,79,0.722,114,209,0.545,1.2,2.4,26.6,Sr,7-Jun,12,3.16004,2023,71179,"St. Petersburg, Russia",Duquesne,0.787252422,91,140,23,69,0.65,0.333333333,8,8,1,3.17529,0,4.30581,2.86133,1.44448,A10
851,Jordan King,East Tennessee St.,SC,30,90.3,103.9,24.1,48.3,52.42,1.2,10.3,18.7,16.2,81,95,0.853,100,204,0.49,0.3,1.7,23.4,Jr,Jun-00,2,2.37122,2023,70514,"Albany, NY",Richmond,1.315789474,42,71,59,134,0.591549296,0.440298507,1,1,1,2.60196,0,-1.32306,0.907791,-2.23085,A10
852,Rongie Gordon,UAB,CUSA,9,2.7,103.1,4.2,50,33.9,2.6,35.6,7.2,0,0,2,0,1,1,1,2.6,0,100,So,8-Jun,25,-0.144516,2023,73696,"Montgomery, AL",Kennesaw St.,0,1,1,0,0,1,0,0,0,0,0.545883,0,-0.0705828,-2.64087,2.57028,ASun
853,Cameron Wilbon,Sacramento St.,BSky,30,61.5,100.9,22.6,49.8,51.52,7.7,11.1,18.8,20.1,41,68,0.603,89,177,0.503,1.5,0.9,30.8,Jr,5-Jun,22,1.36832,2023,65790,"Gary, IN",Cal St. Bakersfield,1.224165517,61,102,28,75,0.598039216,0.373333333,11,13,0.846153846,1.68717,0,-2.45238,-0.747659,-1.70472,BW
854,Mylik Wilson,Texas Tech,B12,32,32.4,96.9,13,45.1,48.31,2.4,10.8,18.7,25.6,17,27,0.63,29,59,0.492,4.9,4.7,38,Jr,3-Jun,13,0.361902,2022,70955,"Rayville, LA",Houston,1.96278739,27,46,2,13,0.586956522,0.153846154,7,7,1,2.43506,0,7.99646,-0.0116867,8.00814,Amer
855,Dayvion McKnight,Western Kentucky,CUSA,31,83.9,100.9,29.5,47.9,53.56,5.3,11.4,25.7,20,118,141,0.837,173,361,0.479,0.2,3.1,34.3,Jr,1-Jun,20,3.05334,2023,72620,"Shelbyville, KY",Xavier,1.136381364,89,163,84,198,0.54601227,0.424242424,1,1,1,3.06354,0,1.5066,1.32778,0.178828,BE
856,Caleb Love,North Carolina,ACC,33,87.7,98.9,25.8,45.2,49.13,1.1,10.3,16.8,15.2,101,132,0.765,115,253,0.455,0.6,1.7,26.6,Jr,4-Jun,2,2.75298,2023,72413,"St. Louis, MO",Arizona,1.20002475,63,116,52,137,0.543103448,0.379562044,6,8,0.75,3.7783,0,1.88854,1.63556,0.252976,P12
857,Isaiah Addo-Ankrah,UTSA,CUSA,21,36.2,124.5,15.4,57.8,61.12,6.1,10.6,8.4,11.1,20,21,0.952,13,18,0.722,0.7,0.7,18.1,Jr,6-Jun,25,2.15115,2023,73075,"Houston, TX",Denver,1.428618367,7,10,6,8,0.7,0.75,0,0,0,1.06864,0,2.55309,4.34543,-1.79234,Sum
858,Nick Jourdain,Temple,Amer,32,56.2,102,16.9,52.7,56.04,8.8,13.9,10.3,23.1,45,66,0.682,66,112,0.589,5,1.2,44.6,So,8-Jun,11,1.11289,2023,73335,"Clifton, NJ",Memphis,0.75,57,86,9,26,0.662790698,0.346153846,24,26,0.923076923,2.32478,0,3.0544,0.126482,2.92792,Amer
859,Matt Mayers,Robert Morris,Horz,20,20.9,120.8,16.6,59.6,63.02,9.8,19.3,5.5,13.8,23,32,0.719,34,55,0.618,2.4,2.3,56.1,Sr,8-Jun,21,1.11374,2023,74591,"Hastings-On-Hudson, NY",Jacksonville St.,0.666544455,32,45,2,10,0.711111111,0.2,9,10,0.9,1.32146,0,-0.0593307,-0.574369,0.515038,ASun
860,Christian Fussell,Middle Tennessee,CUSA,12,4.8,112.4,18.3,71.4,66.89,2,4.3,23.1,27.3,0,2,0,4,7,0.571,0,0,14.3,So,10-Jun,15,0.365025,2023,73276,"Decatur, GA",Tennessee Martin,1.166588894,2,4,2,3,0.5,0.666666667,0,0,0,0.333744,0,-5.19781,0.283593,-5.4814,OVC
861,Kalib Boone,Oklahoma St.,B12,36,52.5,112.8,24.6,58.8,62.29,11.8,14.5,11.6,19.8,81,107,0.757,147,247,0.595,6.3,1.9,42,Sr,9-Jun,22,2.86654,2023,71360,"Tulsa, OK",UNLV,0.571428571,116,172,31,75,0.674418605,0.413333333,52,57,0.912280702,2.92137,0,8.27165,2.94325,5.3284,MWC
862,Devin Ree,Louisville,ACC,16,5.3,66.9,16.4,35.3,39,1.8,16.1,0,26.7,2,2,1,3,6,0.5,5,1.8,11.8,Fr,8-Jun,0,-0.307859,2023,77428,"Jackson, MS",Louisiana Tech,0,0,1,3,5,0,0.6,0,0,0,0.382359,0,-9.09948,-7.40207,-1.69741,CUSA
863,Amani Drummond,Central Michigan,MAC,13,14.8,62.3,13.1,39.1,41.38,2.6,7.3,10.3,43.7,3,5,0.6,6,15,0.4,0,1.3,21.7,Fr,Jun-00,10,-1.57281,2023,75982,"Houston, TX",Incarnate Word,0.631562327,4,7,2,8,0.571428571,0.25,1,1,1,0.866709,0,-10.2013,-8.10064,-2.1007,Slnd
864,Lance Ware,Kentucky,SEC,28,20.1,102,13.4,65.8,59.41,8.7,14.6,10.5,27.6,7,21,0.333,25,38,0.658,4,1.7,55.3,Jr,9-Jun,55,0.326306,2023,72794,"Camden, NJ",Villanova,1,25,32,0,6,0.78125,0,14,14,1,1.14207,0,4.2961,0.566707,3.72939,BE
865,Jordan Wilmore,Northwestern St.,Slnd,27,19.4,81.7,9.4,40,38.05,10.5,17.2,0.6,27.4,3,11,0.273,10,25,0.4,4.8,1.6,44,Jr,3-Jul,32,-0.68371,2023,73709,"Laurel, MD",Austin Peay,0.083294447,9,21,1,4,0.428571429,0.25,5,7,0.714285714,0.748986,0,-5.77782,-5.76159,-0.0162298,ASun
866,Cameron Jones,South Carolina St.,MEAC,26,50.6,90,23.4,41.6,46.45,4.1,13.7,18.6,23.5,50,65,0.769,56,151,0.371,0.9,1.5,29.4,So,6-Jun,1,0.403693,2023,66119,"Memphis, TN",McNeese St.,0.923070533,30,64,26,87,0.46875,0.298850575,1,1,1,0.812378,0,-5.99488,-2.8869,-3.10798,Slnd
867,Chance Westry,Auburn,SEC,11,7.5,72.2,24.2,31.6,32.67,4.4,4.3,20.6,21.1,3,7,0.429,12,24,0.5,2.1,4.6,18.4,Fr,6-Jun,10,-0.327153,2023,77021,"Harrisburg, PA",Syracuse,1.222195062,8,14,4,10,0.571428571,0.4,1,2,0.5,1.08081,0,-1.99894,-3.43972,1.44078,ACC
868,Matthue Cotton,Yale,Ivy,30,56.4,92.8,18.2,42.6,44.39,3,15.1,7.8,10.6,22,33,0.667,30,87,0.345,0.7,1.3,14.9,Jr,5-Jun,10,0.283383,2022,66657,"Voorhees, NJ",Hawaii,1.304353686,22,44,8,43,0.5,0.186046512,4,5,0.8,2.10844,0,-1.43812,-1.09516,-0.342961,BW
869,Tyrone Williams,Oregon,P12,23,15.3,91.2,15.7,58,53.26,5.4,18.1,3.4,22.5,7,22,0.318,21,34,0.618,1,1.4,50,Jr,5-Jun,2,0.118359,2023,76040,"Philadelphia, PA",Old Dominion,0.307678698,16,22,5,12,0.727272727,0.416666667,1,1,1,1.10358,0,-1.59231,-1.86767,0.275364,SB
870,Greg Gantt,North Carolina St.,ACC,22,28.4,106,8.3,45.2,47.44,8.6,20.6,3.1,19.8,5,7,0.714,16,35,0.457,2.7,2.8,16.7,Jr,8-Jun,23,0.21048,2023,71306,"Fayetteville, NC",UNC Asheville,0.7272,12,25,4,10,0.48,0.4,2,4,0.5,2.22766,0,2.19279,-0.97327,3.16606,BSth
871,Chuck Harris,Butler,BE,29,66,101.1,21,47.1,51.84,2.2,10.4,17,13.4,58,68,0.853,69,155,0.445,0.5,2.1,26.4,Jr,2-Jun,3,1.95809,2023,72869,"Ashburn, VA",SMU,1.725005438,53,88,16,67,0.602272727,0.23880597,2,3,0.666666667,3.09736,0,1.0177,0.575,0.442704,Amer
